,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
196,197,188621,101042,2008-08-30 00:00:00,64.0,67.0,right,medium,high,63.0,63.0,49.0,63.0,59.0,69.0,69.0,55.0,60.0,66.0,63.0,65.0,67.0,65.0,65.0,63.0,63.0,69.0,65.0,67.0,65.0,59.0,58.0,63.0,52.0,60.0,61.0,62.0,6.0,14.0,6.0,9.0,14.0
197,198,188621,101042,2007-02-22 00:00:00,64.0,67.0,right,medium,high,63.0,63.0,49.0,63.0,59.0,69.0,69.0,55.0,60.0,66.0,63.0,65.0,67.0,65.0,65.0,63.0,63.0,69.0,65.0,67.0,65.0,59.0,58.0,63.0,52.0,60.0,61.0,62.0,6.0,14.0,6.0,9.0,14.0
198,199,47189,23889,2012-02-22 00:00:00,68.0,68.0,right,medium,high,26.0,53.0,76.0,73.0,32.0,64.0,44.0,66.0,67.0,64.0,49.0,67.0,55.0,67.0,59.0,47.0,75.0,67.0,71.0,25.0,70.0,71.0,58.0,53.0,34.0,67.0,73.0,72.0,7.0,5.0,13.0,13.0,13.0
199,200,47189,23889,2011-08-30 00:00:00,70.0,70.0,right,medium,high,26.0,53.0,76.0,76.0,32.0,64.0,44.0,66.0,69.0,65.0,49.0,67.0,55.0,67.0,59.0,47.0,75.0,70.0,73.0,25.0,70.0,71.0,58.0,61.0,34.0,68.0,74.0,73.0,7.0,5.0,13.0,13.0,13.0
200,201,47189,23889,2011-02-22 00:00:00,70.0,78.0,right,medium,high,26.0,53.0,76.0,76.0,32.0,64.0,44.0,66.0,69.0,65.0,65.0,67.0,55.0,67.0,71.0,47.0,75.0,70.0,73.0,25.0,70.0,71.0,58.0,61.0,34.0,68.0,74.0,73.0,7.0,5.0,13.0,13.0,13.0
201,202,47189,23889,2010-08-30 00:00:00,74.0,78.0,right,medium,high,26.0,58.0,82.0,80.0,32.0,69.0,44.0,67.0,72.0,69.0,67.0,69.0,55.0,70.0,71.0,47.0,75.0,72.0,77.0,25.0,70.0,74.0,68.0,66.0,34.0,76.0,79.0,77.0,7.0,5.0,13.0,13.0,13.0
202,203,47189,23889,2009-08-30 00:00:00,72.0,78.0,right,medium,high,26.0,58.0,82.0,84.0,32.0,69.0,44.0,67.0,73.0,70.0,67.0,69.0,55.0,72.0,71.0,47.0,75.0,73.0,51.0,25.0,70.0,68.0,62.0,66.0,69.0,76.0,79.0,77.0,6.0,25.0,73.0,25.0,25.0
203,204,47189,23889,2008-08-30 00:00:00,72.0,78.0,right,medium,high,26.0,58.0,82.0,84.0,32.0,69.0,44.0,67.0,73.0,70.0,67.0,69.0,55.0,72.0,71.0,47.0,75.0,73.0,51.0,25.0,70.0,68.0,62.0,66.0,69.0,76.0,79.0,77.0,6.0,25.0,73.0,25.0,25.0
204,205,47189,23889,2007-08-30 00:00:00,75.0,78.0,right,medium,high,26.0,58.0,82.0,84.0,32.0,69.0,44.0,67.0,73.0,70.0,67.0,69.0,55.0,72.0,71.0,47.0,75.0,73.0,51.0,25.0,70.0,68.0,62.0,66.0,69.0,76.0,79.0,77.0,6.0,25.0,73.0,25.0,25.0
205,206,47189,23889,2007-02-22 00:00:00,72.0,80.0,right,medium,high,26.0,58.0,82.0,84.0,32.0,69.0,44.0,69.0,73.0,70.0,72.0,69.0,55.0,72.0,71.0,47.0,75.0,73.0,30.0,25.0,70.0,68.0,62.0,66.0,69.0,76.0,79.0,77.0,6.0,5.0,73.0,11.0,6.0
206,207,194958,231592,2016-02-04 00:00:00,75.0,78.0,right,medium,medium,74.0,69.0,46.0,79.0,65.0,73.0,73.0,78.0,79.0,73.0,69.0,71.0,71.0,66.0,67.0,70.0,72.0,83.0,64.0,72.0,75.0,63.0,73.0,81.0,73.0,56.0,65.0,62.0,11.0,8.0,12.0,11.0,12.0
207,208,194958,231592,2016-01-21 00:00:00,74.0,77.0,right,medium,medium,74.0,69.0,46.0,78.0,65.0,73.0,73.0,78.0,77.0,73.0,69.0,71.0,71.0,66.0,67.0,70.0,72.0,83.0,64.0,72.0,75.0,63.0,66.0,81.0,73.0,56.0,65.0,62.0,11.0,8.0,12.0,11.0,12.0
208,209,194958,231592,2015-12-24 00:00:00,73.0,76.0,right,medium,medium,74.0,69.0,46.0,77.0,65.0,73.0,73.0,78.0,74.0,73.0,69.0,71.0,71.0,66.0,67.0,70.0,72.0,83.0,64.0,72.0,75.0,63.0,66.0,81.0,73.0,56.0,65.0,62.0,11.0,8.0,12.0,11.0,12.0
209,210,194958,231592,2015-12-17 00:00:00,72.0,75.0,right,medium,medium,74.0,64.0,46.0,75.0,65.0,69.0,73.0,78.0,71.0,74.0,69.0,71.0,71.0,66.0,67.0,70.0,72.0,83.0,64.0,72.0,75.0,63.0,66.0,78.0,73.0,56.0,65.0,62.0,11.0,8.0,12.0,11.0,12.0
210,211,194958,231592,2015-12-03 00:00:00,72.0,75.0,right,medium,medium,70.0,64.0,46.0,75.0,65.0,69.0,73.0,78.0,71.0,74.0,69.0,71.0,71.0,66.0,67.0,70.0,72.0,83.0,64.0,72.0,75.0,63.0,66.0,78.0,73.0,56.0,65.0,62.0,11.0,8.0,12.0,11.0,12.0
211,212,194958,231592,2015-11-06 00:00:00,71.0,75.0,right,medium,medium,70.0,64.0,46.0,74.0,65.0,67.0,73.0,78.0,68.0,72.0,69.0,71.0,71.0,66.0,65.0,70.0,72.0,83.0,62.0,72.0,75.0,62.0,64.0,76.0,72.0,56.0,65.0,62.0,11.0,8.0,12.0,11.0,12.0
212,213,194958,231592,2015-09-25 00:00:00,71.0,76.0,right,medium,medium,70.0,64.0,46.0,74.0,65.0,67.0,73.0,78.0,68.0,72.0,69.0,71.0,71.0,66.0,65.0,70.0,72.0,83.0,62.0,72.0,75.0,62.0,64.0,76.0,72.0,56.0,65.0,62.0,11.0,8.0,12.0,11.0,12.0
213,214,194958,231592,2015-09-21 00:00:00,71.0,76.0,right,medium,medium,70.0,64.0,46.0,74.0,65.0,67.0,73.0,78.0,68.0,72.0,69.0,71.0,71.0,66.0,65.0,70.0,72.0,83.0,62.0,72.0,75.0,62.0,64.0,76.0,72.0,56.0,65.0,62.0,11.0,8.0,12.0,11.0,12.0
214,215,194958,231592,2015-05-22 00:00:00,68.0,73.0,right,medium,medium,64.0,63.0,45.0,72.0,64.0,66.0,69.0,76.0,67.0,71.0,69.0,71.0,71.0,65.0,65.0,68.0,72.0,79.0,62.0,68.0,74.0,54.0,63.0,75.0,63.0,54.0,59.0,51.0,10.0,7.0,11.0,10.0,11.0
215,216,194958,231592,2015-05-15 00:00:00,68.0,73.0,right,medium,medium,64.0,63.0,45.0,72.0,64.0,66.0,69.0,76.0,67.0,71.0,69.0,71.0,71.0,65.0,65.0,68.0,72.0,79.0,62.0,68.0,74.0,54.0,63.0,75.0,63.0,52.0,59.0,44.0,10.0,7.0,11.0,10.0,11.0
216,217,194958,231592,2015-02-13 00:00:00,66.0,72.0,right,medium,medium,64.0,63.0,45.0,70.0,64.0,66.0,69.0,76.0,66.0,70.0,69.0,71.0,71.0,65.0,65.0,68.0,72.0,79.0,62.0,68.0,66.0,54.0,55.0,68.0,63.0,52.0,56.0,44.0,10.0,7.0,11.0,10.0,11.0
217,218,194958,231592,2015-01-30 00:00:00,65.0,70.0,right,medium,medium,64.0,63.0,42.0,70.0,64.0,66.0,69.0,76.0,66.0,70.0,69.0,71.0,71.0,65.0,65.0,68.0,72.0,79.0,62.0,68.0,66.0,54.0,55.0,68.0,63.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
218,219,194958,231592,2014-09-18 00:00:00,65.0,70.0,right,medium,medium,64.0,61.0,42.0,69.0,64.0,66.0,69.0,76.0,66.0,70.0,69.0,71.0,71.0,64.0,65.0,68.0,72.0,79.0,62.0,68.0,66.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
219,220,194958,231592,2014-09-19 00:00:00,65.0,70.0,right,medium,medium,64.0,65.0,42.0,69.0,64.0,69.0,69.0,76.0,66.0,70.0,76.0,71.0,71.0,64.0,65.0,68.0,72.0,79.0,62.0,66.0,66.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
220,221,194958,231592,2014-03-14 00:00:00,65.0,77.0,right,medium,medium,64.0,65.0,42.0,69.0,64.0,69.0,69.0,76.0,66.0,70.0,76.0,71.0,71.0,64.0,65.0,68.0,72.0,79.0,62.0,66.0,66.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
221,222,194958,231592,2014-02-07 00:00:00,65.0,77.0,right,medium,medium,64.0,65.0,42.0,69.0,64.0,69.0,69.0,76.0,66.0,70.0,76.0,71.0,71.0,64.0,65.0,68.0,72.0,79.0,62.0,66.0,66.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
222,223,194958,231592,2013-12-13 00:00:00,65.0,77.0,right,medium,medium,64.0,65.0,42.0,69.0,64.0,69.0,65.0,71.0,66.0,70.0,76.0,71.0,71.0,64.0,65.0,68.0,72.0,79.0,62.0,66.0,66.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
223,224,194958,231592,2013-11-22 00:00:00,65.0,77.0,right,medium,medium,64.0,61.0,42.0,69.0,64.0,69.0,65.0,71.0,66.0,70.0,76.0,71.0,71.0,64.0,65.0,68.0,72.0,79.0,62.0,66.0,66.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
224,225,194958,231592,2013-05-24 00:00:00,65.0,73.0,right,medium,medium,64.0,61.0,42.0,69.0,64.0,69.0,65.0,71.0,66.0,70.0,76.0,71.0,71.0,64.0,65.0,68.0,72.0,79.0,62.0,63.0,66.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
225,226,194958,231592,2013-03-08 00:00:00,65.0,73.0,right,medium,low,64.0,61.0,42.0,69.0,64.0,69.0,65.0,71.0,66.0,70.0,76.0,71.0,71.0,64.0,65.0,68.0,72.0,79.0,62.0,63.0,66.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
226,227,194958,231592,2013-02-15 00:00:00,65.0,73.0,right,medium,low,64.0,61.0,42.0,69.0,64.0,69.0,65.0,76.0,66.0,70.0,76.0,71.0,71.0,64.0,65.0,68.0,72.0,79.0,62.0,63.0,66.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
227,228,194958,231592,2012-08-31 00:00:00,63.0,71.0,right,medium,low,64.0,54.0,42.0,69.0,57.0,63.0,59.0,59.0,66.0,65.0,76.0,81.0,71.0,64.0,65.0,63.0,72.0,69.0,62.0,52.0,66.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
228,229,194958,231592,2012-02-22 00:00:00,61.0,73.0,right,medium,low,64.0,54.0,42.0,67.0,57.0,62.0,57.0,59.0,64.0,61.0,76.0,81.0,71.0,64.0,64.0,63.0,72.0,59.0,61.0,52.0,68.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
229,230,194958,231592,2011-08-30 00:00:00,61.0,73.0,right,medium,low,64.0,54.0,42.0,67.0,57.0,62.0,57.0,59.0,64.0,61.0,76.0,81.0,71.0,64.0,72.0,63.0,72.0,59.0,61.0,52.0,68.0,54.0,55.0,68.0,53.0,52.0,54.0,43.0,10.0,7.0,11.0,10.0,11.0
230,231,194958,231592,2011-02-22 00:00:00,60.0,67.0,right,medium,low,66.0,52.0,42.0,66.0,57.0,57.0,58.0,59.0,64.0,64.0,76.0,73.0,68.0,56.0,67.0,62.0,62.0,61.0,64.0,52.0,30.0,32.0,55.0,61.0,53.0,21.0,20.0,17.0,10.0,7.0,11.0,10.0,11.0
231,232,194958,231592,2010-02-22 00:00:00,60.0,67.0,right,medium,low,66.0,52.0,42.0,66.0,57.0,57.0,58.0,59.0,64.0,64.0,76.0,73.0,68.0,56.0,67.0,62.0,62.0,61.0,64.0,52.0,30.0,32.0,55.0,61.0,53.0,21.0,20.0,17.0,10.0,7.0,11.0,10.0,11.0
232,233,194958,231592,2009-08-30 00:00:00,60.0,67.0,right,medium,low,66.0,52.0,42.0,66.0,57.0,57.0,58.0,59.0,64.0,64.0,76.0,73.0,68.0,56.0,67.0,62.0,62.0,61.0,64.0,52.0,30.0,32.0,55.0,61.0,53.0,21.0,20.0,17.0,10.0,7.0,11.0,10.0,11.0
233,234,194958,231592,2007-02-22 00:00:00,60.0,67.0,right,medium,low,66.0,52.0,42.0,66.0,57.0,57.0,58.0,59.0,64.0,64.0,76.0,73.0,68.0,56.0,67.0,62.0,62.0,61.0,64.0,52.0,30.0,32.0,55.0,61.0,53.0,21.0,20.0,17.0,10.0,7.0,11.0,10.0,11.0
234,235,213568,163222,2014-09-18 00:00:00,62.0,70.0,right,medium,high,48.0,23.0,65.0,58.0,25.0,46.0,21.0,24.0,56.0,48.0,68.0,69.0,49.0,62.0,53.0,37.0,71.0,55.0,82.0,24.0,65.0,59.0,21.0,31.0,74.0,59.0,61.0,54.0,8.0,11.0,6.0,6.0,7.0
235,236,213568,163222,2014-04-25 00:00:00,62.0,70.0,right,medium,high,48.0,23.0,65.0,58.0,25.0,46.0,21.0,24.0,56.0,48.0,64.0,66.0,49.0,62.0,53.0,37.0,71.0,55.0,82.0,24.0,65.0,59.0,21.0,31.0,74.0,59.0,61.0,54.0,8.0,11.0,6.0,6.0,7.0
236,237,213568,163222,2014-04-04 00:00:00,61.0,70.0,right,medium,high,48.0,23.0,65.0,58.0,25.0,46.0,21.0,24.0,56.0,48.0,64.0,66.0,49.0,60.0,53.0,37.0,71.0,55.0,82.0,24.0,65.0,58.0,21.0,31.0,74.0,57.0,61.0,52.0,8.0,11.0,6.0,6.0,7.0
237,238,213568,163222,2014-02-07 00:00:00,61.0,70.0,right,medium,high,48.0,23.0,65.0,58.0,25.0,46.0,21.0,24.0,56.0,48.0,64.0,66.0,49.0,60.0,53.0,37.0,71.0,55.0,82.0,24.0,65.0,58.0,21.0,31.0,74.0,57.0,61.0,52.0,8.0,11.0,6.0,6.0,7.0
238,239,213568,163222,2014-01-17 00:00:00,63.0,70.0,right,medium,high,48.0,23.0,65.0,58.0,25.0,46.0,21.0,24.0,56.0,48.0,64.0,68.0,49.0,60.0,53.0,37.0,71.0,55.0,87.0,24.0,68.0,58.0,21.0,31.0,74.0,59.0,62.0,57.0,8.0,11.0,6.0,6.0,7.0
239,240,213568,163222,2013-12-27 00:00:00,63.0,70.0,right,medium,high,48.0,23.0,65.0,58.0,25.0,46.0,21.0,24.0,56.0,48.0,64.0,68.0,49.0,60.0,53.0,37.0,71.0,55.0,87.0,24.0,68.0,58.0,21.0,31.0,74.0,59.0,62.0,57.0,8.0,11.0,6.0,6.0,7.0
240,241,213568,163222,2013-09-20 00:00:00,63.0,70.0,right,medium,medium,48.0,23.0,65.0,58.0,25.0,46.0,21.0,24.0,56.0,48.0,64.0,68.0,49.0,60.0,53.0,37.0,71.0,55.0,87.0,24.0,68.0,58.0,21.0,31.0,74.0,59.0,62.0,57.0,8.0,11.0,6.0,6.0,7.0
241,242,213568,163222,2007-02-22 00:00:00,63.0,70.0,right,medium,medium,48.0,23.0,65.0,58.0,25.0,46.0,21.0,24.0,56.0,48.0,64.0,68.0,49.0,60.0,53.0,37.0,71.0,55.0,87.0,24.0,68.0,58.0,21.0,31.0,74.0,59.0,62.0,57.0,8.0,11.0,6.0,6.0,7.0
242,243,183853,40719,2016-04-28 00:00:00,70.0,71.0,left,medium,medium,64.0,67.0,54.0,64.0,61.0,75.0,66.0,68.0,56.0,76.0,82.0,78.0,82.0,66.0,84.0,74.0,70.0,67.0,51.0,72.0,45.0,45.0,70.0,62.0,67.0,36.0,31.0,37.0,14.0,13.0,9.0,15.0,10.0
243,244,183853,40719,2016-04-14 00:00:00,70.0,72.0,left,medium,medium,64.0,67.0,54.0,64.0,61.0,75.0,66.0,68.0,56.0,76.0,82.0,78.0,82.0,66.0,84.0,74.0,70.0,67.0,51.0,72.0,45.0,45.0,70.0,62.0,67.0,36.0,31.0,37.0,14.0,13.0,9.0,15.0,10.0
244,245,183853,40719,2016-01-21 00:00:00,70.0,72.0,left,medium,medium,64.0,67.0,54.0,64.0,61.0,75.0,66.0,68.0,56.0,76.0,82.0,78.0,82.0,66.0,84.0,74.0,70.0,67.0,51.0,72.0,45.0,45.0,70.0,62.0,67.0,36.0,31.0,37.0,14.0,13.0,9.0,15.0,10.0
245,246,183853,40719,2015-12-17 00:00:00,71.0,73.0,left,medium,medium,64.0,67.0,54.0,64.0,61.0,76.0,66.0,68.0,60.0,77.0,82.0,78.0,82.0,66.0,84.0,74.0,70.0,73.0,51.0,72.0,45.0,45.0,70.0,62.0,67.0,36.0,31.0,37.0,14.0,13.0,9.0,15.0,10.0
246,247,183853,40719,2015-11-12 00:00:00,71.0,73.0,left,medium,medium,64.0,67.0,54.0,64.0,61.0,76.0,66.0,68.0,60.0,77.0,82.0,78.0,82.0,66.0,84.0,68.0,70.0,73.0,51.0,62.0,45.0,45.0,70.0,62.0,67.0,36.0,31.0,37.0,14.0,13.0,9.0,15.0,10.0
247,248,183853,40719,2015-11-06 00:00:00,71.0,73.0,left,medium,medium,64.0,67.0,54.0,64.0,61.0,76.0,66.0,61.0,60.0,77.0,82.0,78.0,82.0,66.0,84.0,68.0,70.0,73.0,51.0,62.0,45.0,45.0,70.0,62.0,67.0,36.0,31.0,37.0,14.0,13.0,9.0,15.0,10.0
248,249,183853,40719,2015-10-02 00:00:00,71.0,74.0,left,medium,medium,64.0,67.0,54.0,64.0,61.0,76.0,66.0,61.0,60.0,77.0,82.0,78.0,82.0,66.0,84.0,68.0,70.0,73.0,51.0,62.0,45.0,45.0,70.0,62.0,67.0,36.0,31.0,37.0,14.0,13.0,9.0,15.0,10.0
249,250,183853,40719,2015-09-25 00:00:00,71.0,74.0,left,medium,medium,64.0,67.0,54.0,64.0,61.0,76.0,66.0,61.0,60.0,77.0,82.0,78.0,82.0,66.0,84.0,68.0,70.0,73.0,51.0,62.0,45.0,45.0,70.0,62.0,67.0,36.0,31.0,37.0,14.0,13.0,9.0,15.0,10.0
250,251,183853,40719,2015-09-21 00:00:00,70.0,73.0,left,medium,medium,64.0,67.0,54.0,64.0,61.0,76.0,66.0,61.0,60.0,77.0,80.0,78.0,82.0,66.0,84.0,68.0,70.0,73.0,51.0,62.0,45.0,45.0,70.0,62.0,67.0,36.0,31.0,37.0,14.0,13.0,9.0,15.0,10.0
251,252,183853,40719,2015-03-06 00:00:00,70.0,75.0,left,medium,medium,65.0,66.0,53.0,66.0,60.0,75.0,65.0,60.0,62.0,77.0,79.0,78.0,78.0,65.0,79.0,67.0,67.0,73.0,50.0,61.0,44.0,44.0,69.0,64.0,66.0,35.0,30.0,36.0,13.0,12.0,8.0,14.0,9.0
252,253,183853,40719,2015-02-06 00:00:00,70.0,75.0,left,medium,medium,63.0,66.0,53.0,63.0,60.0,75.0,65.0,60.0,59.0,76.0,79.0,78.0,78.0,65.0,79.0,67.0,67.0,73.0,50.0,61.0,44.0,44.0,69.0,61.0,66.0,35.0,30.0,36.0,13.0,12.0,8.0,14.0,9.0
253,254,183853,40719,2014-09-18 00:00:00,70.0,75.0,left,medium,medium,63.0,66.0,53.0,63.0,60.0,75.0,65.0,60.0,59.0,76.0,79.0,78.0,78.0,65.0,79.0,67.0,67.0,73.0,50.0,61.0,44.0,44.0,69.0,61.0,66.0,35.0,30.0,36.0,13.0,12.0,8.0,14.0,9.0
254,255,183853,40719,2014-02-14 00:00:00,69.0,74.0,left,medium,medium,62.0,67.0,52.0,62.0,59.0,75.0,64.0,59.0,58.0,76.0,79.0,79.0,78.0,66.0,79.0,68.0,66.0,72.0,49.0,62.0,43.0,43.0,70.0,65.0,65.0,34.0,29.0,35.0,13.0,12.0,8.0,14.0,9.0
255,256,183853,40719,2013-12-20 00:00:00,66.0,74.0,left,high,low,62.0,62.0,52.0,57.0,59.0,74.0,64.0,57.0,53.0,75.0,79.0,79.0,78.0,64.0,79.0,64.0,65.0,72.0,47.0,59.0,43.0,43.0,68.0,60.0,65.0,34.0,29.0,35.0,13.0,12.0,8.0,14.0,9.0
256,257,183853,40719,2013-09-20 00:00:00,66.0,73.0,left,high,low,62.0,62.0,52.0,57.0,59.0,74.0,64.0,57.0,53.0,75.0,79.0,79.0,78.0,64.0,79.0,64.0,65.0,72.0,47.0,59.0,43.0,43.0,68.0,60.0,65.0,34.0,29.0,35.0,13.0,12.0,8.0,14.0,9.0
257,258,183853,40719,2013-03-22 00:00:00,66.0,73.0,left,high,low,62.0,62.0,52.0,57.0,59.0,74.0,64.0,57.0,53.0,75.0,82.0,80.0,78.0,64.0,82.0,64.0,65.0,72.0,47.0,59.0,43.0,43.0,68.0,60.0,65.0,34.0,29.0,35.0,13.0,12.0,8.0,14.0,9.0
258,259,183853,40719,2013-03-08 00:00:00,67.0,73.0,left,high,low,62.0,62.0,52.0,57.0,59.0,74.0,64.0,57.0,53.0,75.0,82.0,80.0,78.0,64.0,82.0,64.0,65.0,72.0,47.0,59.0,43.0,43.0,68.0,60.0,65.0,34.0,29.0,35.0,13.0,12.0,8.0,14.0,9.0
259,260,183853,40719,2013-02-15 00:00:00,67.0,70.0,left,high,low,62.0,62.0,52.0,57.0,59.0,74.0,64.0,57.0,53.0,75.0,81.0,80.0,75.0,64.0,82.0,64.0,65.0,72.0,47.0,59.0,43.0,43.0,68.0,60.0,65.0,34.0,29.0,35.0,13.0,12.0,8.0,14.0,9.0
260,261,183853,40719,2012-08-31 00:00:00,64.0,74.0,left,high,medium,62.0,62.0,52.0,57.0,59.0,67.0,64.0,57.0,53.0,68.0,81.0,74.0,71.0,57.0,82.0,64.0,65.0,72.0,47.0,59.0,43.0,43.0,68.0,60.0,65.0,34.0,29.0,35.0,13.0,12.0,8.0,14.0,9.0
261,262,183853,40719,2012-02-22 00:00:00,65.0,74.0,left,high,medium,62.0,70.0,62.0,59.0,59.0,69.0,64.0,57.0,54.0,69.0,81.0,74.0,71.0,57.0,82.0,64.0,65.0,72.0,47.0,59.0,53.0,43.0,68.0,60.0,65.0,34.0,29.0,35.0,13.0,12.0,8.0,14.0,9.0
262,263,183853,40719,2011-08-30 00:00:00,66.0,74.0,left,high,medium,62.0,70.0,62.0,59.0,59.0,69.0,64.0,57.0,54.0,69.0,74.0,74.0,71.0,57.0,65.0,64.0,65.0,68.0,47.0,59.0,53.0,43.0,68.0,60.0,65.0,34.0,29.0,35.0,13.0,12.0,8.0,14.0,9.0
263,264,183853,40719,2010-08-30 00:00:00,67.0,79.0,left,high,medium,63.0,71.0,63.0,60.0,60.0,70.0,65.0,58.0,55.0,70.0,76.0,76.0,70.0,58.0,62.0,65.0,65.0,69.0,60.0,60.0,54.0,44.0,69.0,61.0,66.0,35.0,30.0,36.0,13.0,12.0,8.0,14.0,9.0
264,265,183853,40719,2009-08-30 00:00:00,62.0,83.0,left,high,medium,60.0,68.0,53.0,52.0,60.0,68.0,65.0,30.0,55.0,67.0,66.0,76.0,70.0,52.0,62.0,65.0,65.0,53.0,45.0,53.0,41.0,39.0,41.0,61.0,44.0,21.0,24.0,36.0,11.0,21.0,55.0,21.0,21.0
265,266,183853,40719,2009-02-22 00:00:00,60.0,83.0,left,high,medium,40.0,68.0,53.0,42.0,60.0,68.0,65.0,30.0,45.0,67.0,66.0,71.0,70.0,52.0,62.0,62.0,65.0,53.0,45.0,53.0,41.0,39.0,41.0,61.0,44.0,21.0,24.0,36.0,11.0,21.0,45.0,21.0,21.0
266,267,183853,40719,2008-08-30 00:00:00,59.0,83.0,left,high,medium,40.0,67.0,51.0,42.0,60.0,63.0,65.0,30.0,45.0,60.0,66.0,71.0,70.0,52.0,62.0,62.0,65.0,53.0,45.0,53.0,41.0,39.0,41.0,61.0,44.0,21.0,24.0,36.0,11.0,21.0,45.0,21.0,21.0
267,268,183853,40719,2007-08-30 00:00:00,59.0,83.0,left,high,medium,40.0,67.0,51.0,42.0,60.0,63.0,65.0,30.0,45.0,60.0,66.0,71.0,70.0,52.0,62.0,62.0,65.0,53.0,45.0,53.0,41.0,39.0,41.0,61.0,44.0,21.0,24.0,36.0,11.0,21.0,45.0,21.0,21.0
268,269,183853,40719,2007-02-22 00:00:00,59.0,83.0,left,high,medium,40.0,67.0,51.0,42.0,60.0,63.0,65.0,30.0,45.0,60.0,66.0,71.0,70.0,52.0,62.0,62.0,65.0,53.0,45.0,53.0,41.0,39.0,41.0,61.0,44.0,21.0,24.0,36.0,11.0,21.0,45.0,21.0,21.0
269,270,186561,75489,2016-03-10 00:00:00,82.0,85.0,right,high,high,75.0,75.0,58.0,83.0,79.0,81.0,70.0,70.0,80.0,82.0,69.0,69.0,77.0,82.0,75.0,81.0,65.0,92.0,69.0,75.0,74.0,69.0,83.0,81.0,75.0,62.0,74.0,68.0,6.0,11.0,5.0,10.0,8.0
270,271,186561,75489,2016-03-03 00:00:00,82.0,85.0,right,high,high,75.0,75.0,58.0,83.0,79.0,81.0,70.0,70.0,80.0,82.0,71.0,69.0,77.0,82.0,75.0,81.0,65.0,92.0,69.0,75.0,74.0,69.0,83.0,81.0,75.0,62.0,74.0,68.0,6.0,11.0,5.0,10.0,8.0
271,272,186561,75489,2016-02-18 00:00:00,82.0,85.0,right,high,high,75.0,75.0,58.0,83.0,79.0,81.0,70.0,70.0,81.0,82.0,71.0,69.0,77.0,82.0,75.0,81.0,65.0,92.0,69.0,77.0,74.0,69.0,83.0,81.0,75.0,62.0,74.0,68.0,6.0,11.0,5.0,10.0,8.0
272,273,186561,75489,2016-01-28 00:00:00,82.0,85.0,right,high,high,75.0,75.0,58.0,83.0,79.0,81.0,70.0,70.0,81.0,82.0,71.0,69.0,77.0,82.0,75.0,81.0,65.0,92.0,69.0,77.0,74.0,69.0,83.0,81.0,75.0,62.0,74.0,68.0,6.0,11.0,5.0,10.0,8.0
273,274,186561,75489,2015-09-21 00:00:00,82.0,86.0,right,high,high,74.0,75.0,58.0,84.0,81.0,81.0,64.0,70.0,82.0,82.0,71.0,68.0,74.0,81.0,75.0,81.0,63.0,93.0,69.0,78.0,75.0,67.0,84.0,81.0,76.0,65.0,75.0,65.0,6.0,11.0,5.0,10.0,8.0
274,275,186561,75489,2015-02-06 00:00:00,82.0,86.0,right,high,high,74.0,75.0,58.0,84.0,81.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,81.0,75.0,81.0,63.0,93.0,68.0,78.0,75.0,72.0,84.0,81.0,76.0,65.0,75.0,65.0,6.0,11.0,5.0,10.0,8.0
275,276,186561,75489,2014-12-19 00:00:00,82.0,86.0,right,high,high,74.0,77.0,58.0,84.0,81.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,81.0,75.0,81.0,63.0,93.0,68.0,78.0,75.0,72.0,84.0,81.0,76.0,65.0,75.0,65.0,6.0,11.0,5.0,10.0,8.0
